1;0.421716332650875
2;0.144224957030741
3;0.591607978309962
4;0.223606797749979
5;0.40038986428811
6;0.397905720789639
7;0.7
8;0.7
9;0.761166261102024
10;0.144224957030741
11;0.3
12;0.5
13;0.625732474567597
14;0.534805187862534
15;0.616914200315581
16;0.793725393319377
17;0.519615242270663
18;0.471769398031653
19;0.68525489803062
20;0.625732474567597
21;0.512992784003009
22;0.642208542878422
23;0.214112736833832
24;0.729689783729336
25;0.487972968509336
26;0.3
27;0.370779275106734
28;0.573879354831717
29;0.60822019955734
30;0.9
31;0.793725393319377
32;0.223606797749979
33;0.625732474567597
34;0.572033177929361
35;0.513694076659644
36;0.670820393249937
37;0.543878652968639
38;0.5
39;0.214112736833832
40;0.131607401295249
41;0.144224957030741
42;0.3
43;0.745391021762111
44;0.793725393319377
45;0.827677252914336
46;0.1
47;0.793725393319377
48;0.591607978309962
49;0.9
50;0.745391021762111
51;0.591607978309962
52;0.421716332650875
53;0.387298334620742
54;0.47867398586908
55;0.5
56;0.559344471040698
57;0.745391021762111
58;0.680409211595337
59;0.572033177929361
60;0.173205080756888
61;0.387298334620742
62;0.625732474567597
63;0.5
64;0.625732474567597
65;0.64339209346437
66;0.559344471040698
67;0.131607401295249
68;0.173205080756888
69;0.240822468528069
70;0.3
71;0.20800838230519
72;0.432674871092223
73;0.355689330449006
74;0.421716332650875
75;0.259002006411135
76;0.20800838230519
77;0.3
78;0.1
79;0.124573093961552
80;0.3
81;0.246621207433047
82;0.355689330449006
83;0.591607978309962
84;0.9
85;0.5
86;0.629970393478685
87;0.559344471040698
88;0.761166261102024
89;0.68525489803062
90;0.5
91;0.591607978309962
92;0.527763208790408
93;0.9
94;0.761166261102024
95;0.5
96;0.761166261102024
97;0.793725393319377
98;0.793725393319377
99;0.629970393478685
100;0.625732474567597
